date,icon_seamless_temperature_2m,icon_seamless_relative_humidity_2m,icon_seamless_soil_temperature_54cm,icon_seamless_shortwave_radiation,icon_seamless_direct_radiation,icon_seamless_diffuse_radiation,icon_seamless_direct_normal_irradiance,icon_seamless_global_tilted_irradiance,icon_seamless_terrestrial_radiation,icon_global_temperature_2m,icon_global_relative_humidity_2m,icon_global_soil_temperature_54cm,icon_global_shortwave_radiation,icon_global_direct_radiation,icon_global_diffuse_radiation,icon_global_direct_normal_irradiance,icon_global_global_tilted_irradiance,icon_global_terrestrial_radiation,icon_eu_temperature_2m,icon_eu_relative_humidity_2m,icon_eu_soil_temperature_54cm,icon_eu_shortwave_radiation,icon_eu_direct_radiation,icon_eu_diffuse_radiation,icon_eu_direct_normal_irradiance,icon_eu_global_tilted_irradiance,icon_eu_terrestrial_radiation,icon_d2_temperature_2m,icon_d2_relative_humidity_2m,icon_d2_soil_temperature_54cm,icon_d2_shortwave_radiation,icon_d2_direct_radiation,icon_d2_diffuse_radiation,icon_d2_direct_normal_irradiance,icon_d2_global_tilted_irradiance,icon_d2_terrestrial_radiation
2024-11-21 23:00:00+00:00,-1.2045,86.0,7.9455,0.0,0.0,0.0,0.0,0.0,0.0,-0.898,91.0,7.652,0.0,0.0,0.0,0.0,0.0,0.0,-1.1205,90.0,7.8795,0.0,0.0,0.0,0.0,0.0,0.0,-1.2045,86.0,7.9455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 00:00:00+00:00,-1.0044999,85.0,7.9455,0.0,0.0,0.0,0.0,0.0,0.0,-0.898,90.0,7.652,0.0,0.0,0.0,0.0,0.0,0.0,-1.1205,90.0,7.8795,0.0,0.0,0.0,0.0,0.0,0.0,-1.0044999,85.0,7.9455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 01:00:00+00:00,-0.9545,83.0,7.8954997,0.0,0.0,0.0,0.0,0.0,0.0,-0.948,89.0,7.602,0.0,0.0,0.0,0.0,0.0,0.0,-1.0705,90.0,7.8295,0.0,0.0,0.0,0.0,0.0,0.0,-0.9545,83.0,7.8954997,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 02:00:00+00:00,-1.0545,83.0,7.8455,0.0,0.0,0.0,0.0,0.0,0.0,-1.0979999,88.0,7.552,0.0,0.0,0.0,0.0,0.0,0.0,-1.3205,89.0,7.7795,0.0,0.0,0.0,0.0,0.0,0.0,-1.0545,83.0,7.8455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 03:00:00+00:00,-1.0044999,82.0,7.8455,0.0,0.0,0.0,0.0,0.0,0.0,-1.198,89.0,7.552,0.0,0.0,0.0,0.0,0.0,0.0,-1.3705,89.0,7.7795,0.0,0.0,0.0,0.0,0.0,0.0,-1.0044999,82.0,7.8455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 04:00:00+00:00,-0.8545,86.0,7.7955,0.0,0.0,0.0,0.0,0.0,0.0,-1.148,90.0,7.502,0.0,0.0,0.0,0.0,0.0,0.0,-1.4705,90.0,7.7295,0.0,0.0,0.0,0.0,0.0,0.0,-0.8545,86.0,7.7955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 05:00:00+00:00,-0.9045,88.0,7.7454996,0.0,0.0,0.0,0.0,0.0,0.0,-0.848,90.0,7.452,0.0,0.0,0.0,0.0,0.0,0.0,-1.0705,90.0,7.7295,0.0,0.0,0.0,0.0,0.0,0.0,-0.9045,88.0,7.7454996,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 06:00:00+00:00,-0.7045,87.0,7.6955,0.0,0.0,0.0,0.0,0.0,0.0,-0.49800003,88.0,7.452,0.0,0.0,0.0,0.0,0.0,0.0,-0.5705,89.0,7.6795,0.0,0.0,0.0,0.0,0.0,0.0,-0.7045,87.0,7.6955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 07:00:00+00:00,-0.6545,87.0,7.6955,0.0,0.0,0.0,0.0,0.0,0.0,-0.24800001,87.0,7.402,0.0,0.0,0.0,0.0,0.0,0.0,-0.37049997,89.0,7.6295,0.0,0.0,0.0,0.0,0.0,0.0,-0.6545,87.0,7.6955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-22 08:00:00+00:00,-0.30449998,88.0,7.6454997,13.25,1.0,12.25,10.981606,13.25,68.58446,-0.148,88.0,7.352,17.0,4.0,13.0,43.750874,17.0,69.11288,-0.2705,90.0,7.6295,14.0,2.0,12.0,21.936712,14.000001,68.74045,-0.30449998,88.0,7.6454997,13.25,1.0,12.25,10.981606,13.25,68.58446
