date,icon_seamless_temperature_2m,icon_seamless_relative_humidity_2m,icon_seamless_soil_temperature_54cm,icon_seamless_shortwave_radiation,icon_seamless_direct_radiation,icon_seamless_diffuse_radiation,icon_seamless_direct_normal_irradiance,icon_seamless_global_tilted_irradiance,icon_seamless_terrestrial_radiation,icon_global_temperature_2m,icon_global_relative_humidity_2m,icon_global_soil_temperature_54cm,icon_global_shortwave_radiation,icon_global_direct_radiation,icon_global_diffuse_radiation,icon_global_direct_normal_irradiance,icon_global_global_tilted_irradiance,icon_global_terrestrial_radiation,icon_eu_temperature_2m,icon_eu_relative_humidity_2m,icon_eu_soil_temperature_54cm,icon_eu_shortwave_radiation,icon_eu_direct_radiation,icon_eu_diffuse_radiation,icon_eu_direct_normal_irradiance,icon_eu_global_tilted_irradiance,icon_eu_terrestrial_radiation,icon_d2_temperature_2m,icon_d2_relative_humidity_2m,icon_d2_soil_temperature_54cm,icon_d2_shortwave_radiation,icon_d2_direct_radiation,icon_d2_diffuse_radiation,icon_d2_direct_normal_irradiance,icon_d2_global_tilted_irradiance,icon_d2_terrestrial_radiation
2024-10-30 23:00:00+00:00,11.2955,97.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,8.352,99.0,13.002,0.0,0.0,0.0,0.0,0.0,0.0,9.3295,98.0,13.2295,0.0,0.0,0.0,0.0,0.0,0.0,11.2955,97.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 00:00:00+00:00,11.7955,95.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,9.652,97.0,13.002,0.0,0.0,0.0,0.0,0.0,0.0,9.5795,97.0,13.2295,0.0,0.0,0.0,0.0,0.0,0.0,11.7955,95.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 01:00:00+00:00,11.1455,97.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,8.952,98.0,12.952,0.0,0.0,0.0,0.0,0.0,0.0,9.0295,99.0,13.2295,0.0,0.0,0.0,0.0,0.0,0.0,11.1455,97.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 02:00:00+00:00,10.4955,99.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,8.402,99.0,12.952,0.0,0.0,0.0,0.0,0.0,0.0,8.6295,98.0,13.2295,0.0,0.0,0.0,0.0,0.0,0.0,10.4955,99.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 03:00:00+00:00,10.1455,100.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,7.802,100.0,12.952,0.0,0.0,0.0,0.0,0.0,0.0,8.8295,97.0,13.2295,0.0,0.0,0.0,0.0,0.0,0.0,10.1455,100.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 04:00:00+00:00,9.2455,100.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,7.502,100.0,12.952,0.0,0.0,0.0,0.0,0.0,0.0,8.4795,98.0,13.2295,0.0,0.0,0.0,0.0,0.0,0.0,9.2455,100.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 05:00:00+00:00,9.3955,97.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0,7.302,99.0,12.952,0.0,0.0,0.0,0.0,0.0,0.0,8.129499,99.0,13.1795,0.0,0.0,0.0,0.0,0.0,0.0,9.3955,97.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 06:00:00+00:00,9.695499,100.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0,7.452,99.0,12.902,0.0,0.0,0.0,0.0,0.0,0.0,7.6295,99.0,13.1795,0.0,0.0,0.0,0.0,0.0,0.0,9.695499,100.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 07:00:00+00:00,9.7955,98.0,13.695499,5.25,0.25,5.0,3.5213032,5.25,38.583958,7.202,98.0,12.902,8.0,2.0,6.0,28.037283,8.000002,39.068222,7.1795,99.0,13.1795,7.0,1.0,6.0,14.077127,7.0,38.639206,9.7955,98.0,13.695499,5.25,0.25,5.0,3.5213032,5.25,38.583958
2024-10-31 08:00:00+00:00,9.9955,97.0,13.695499,59.0,8.0,51.0,57.13297,58.999996,192.07993,8.302,95.0,12.902,87.0,35.0,52.0,249.29634,87.0,193.04858,8.2795,95.0,13.1795,84.0,32.0,52.0,228.37128,84.00001,192.26942,9.9955,97.0,13.695499,59.0,8.0,51.0,57.13297,58.999996,192.07993
2024-10-31 09:00:00+00:00,11.2955,85.0,13.695499,162.75,60.0,102.75,230.76173,162.75,360.98816,11.202,91.0,12.852,202.0,132.0,70.0,506.323,201.99997,361.95264,11.5295,87.0,13.1295,202.0,125.0,77.0,480.29947,202.00002,361.32947,11.2955,85.0,13.695499,162.75,60.0,102.75,230.76173,162.75,360.98816
2024-10-31 10:00:00+00:00,12.6455,79.0,13.695499,297.75,214.5,83.25,611.3383,297.74997,487.14758,13.352,80.0,12.852,297.0,219.0,78.0,623.00934,297.00006,488.05014,13.5795,77.0,13.1295,302.0,225.0,77.0,640.6353,302.0,487.62564,12.6455,79.0,13.695499,297.75,214.5,83.25,611.3383,297.74997,487.14758
2024-10-31 11:00:00+00:00,14.1455,72.0,13.6455,359.75,273.25,86.5,675.1327,359.74997,561.94684,14.352,77.0,12.802,354.0,256.0,98.0,631.62714,354.0,562.7343,14.5295,73.0,13.1295,357.0,262.0,95.0,646.65784,357.0,562.53687,14.1455,72.0,13.6455,359.75,273.25,86.5,675.1327,359.74997,561.94684
2024-10-31 12:00:00+00:00,14.9955,69.0,13.6455,362.25,258.25,104.0,617.93036,362.25,580.27576,14.902,76.0,12.802,357.0,239.0,118.0,571.25354,357.0,580.9016,14.9295,74.0,13.0795,326.0,194.0,132.0,463.66064,326.0,580.9451,14.9955,69.0,13.6455,362.25,258.25,104.0,617.93036,362.25,580.27576
2024-10-31 13:00:00+00:00,14.9955,70.0,13.6455,210.25,74.5,135.75,191.25145,210.25,540.872,14.902,78.0,12.802,233.0,114.0,119.0,292.4209,232.99998,541.3017,14.9295,75.0,13.0795,216.0,89.0,127.0,228.17494,216.0,541.583,14.9955,70.0,13.6455,210.25,74.5,135.75,191.25145,210.25,540.872
2024-10-31 14:00:00+00:00,14.695499,72.0,13.6455,126.0,27.25,98.75,84.75905,126.0,446.4088,14.752,79.0,12.802,135.0,48.0,87.0,149.22949,135.0,446.62076,14.6795,75.0,13.0795,151.0,45.0,106.0,139.74632,151.0,447.1204,14.695499,72.0,13.6455,126.0,27.25,98.75,84.75905,126.0,446.4088
2024-10-31 15:00:00+00:00,14.445499,73.0,13.6455,60.75,7.75,53.0,35.479336,60.75,303.31082,14.302,84.0,12.802,83.0,26.0,57.0,119.03235,82.99999,303.29837,14.1295,79.0,13.0795,84.0,18.0,66.0,82.221466,84.0,303.9828,14.445499,73.0,13.6455,60.75,7.75,53.0,35.479336,60.75,303.31082
2024-10-31 16:00:00+00:00,13.7455,85.0,13.6455,20.5,2.0,18.5,17.335335,20.5,121.31705,13.452,90.0,12.752,28.0,4.0,24.0,34.684986,28.0,121.08864,13.3795,84.0,13.0795,29.0,4.0,25.0,34.599873,29.000002,121.91092,13.7455,85.0,13.6455,20.5,2.0,18.5,17.335335,20.5,121.31705
2024-10-31 17:00:00+00:00,12.8955,89.0,13.6455,0.25,0.0,0.25,0.0,0.25,0.064451404,12.702,93.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,12.7295,87.0,13.0795,0.0,0.0,0.0,0.0,0.0,0.33857647,12.8955,89.0,13.6455,0.25,0.0,0.25,0.0,0.25,0.064451404
2024-10-31 18:00:00+00:00,12.195499,92.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,12.152,95.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,12.2295,89.0,13.0795,0.0,0.0,0.0,0.0,0.0,0.0,12.195499,92.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 19:00:00+00:00,11.695499,94.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,11.752,96.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,11.4795,93.0,13.0795,0.0,0.0,0.0,0.0,0.0,0.0,11.695499,94.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 20:00:00+00:00,10.9955,97.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,11.252,97.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,10.7295,95.0,13.0795,0.0,0.0,0.0,0.0,0.0,0.0,10.9955,97.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 21:00:00+00:00,9.3955,100.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,10.752,98.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,10.1795,94.0,13.0795,0.0,0.0,0.0,0.0,0.0,0.0,9.3955,100.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 22:00:00+00:00,9.8455,96.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,10.302,98.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,9.6795,93.0,13.0295,0.0,0.0,0.0,0.0,0.0,0.0,9.8455,96.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-31 23:00:00+00:00,9.695499,87.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,10.102,94.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,9.3795,91.0,13.0295,0.0,0.0,0.0,0.0,0.0,0.0,9.695499,87.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 00:00:00+00:00,9.195499,89.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,9.852,91.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,9.2295,89.0,13.0295,0.0,0.0,0.0,0.0,0.0,0.0,9.195499,89.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 01:00:00+00:00,8.9955,90.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0,9.602,90.0,12.752,0.0,0.0,0.0,0.0,0.0,0.0,9.1795,89.0,13.0295,0.0,0.0,0.0,0.0,0.0,0.0,8.9955,90.0,13.6455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 02:00:00+00:00,9.0955,89.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0,9.302,90.0,12.702,0.0,0.0,0.0,0.0,0.0,0.0,9.1295,88.0,13.0295,0.0,0.0,0.0,0.0,0.0,0.0,9.0955,89.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 03:00:00+00:00,8.945499,90.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0,9.252,90.0,12.702,0.0,0.0,0.0,0.0,0.0,0.0,8.9295,89.0,13.0295,0.0,0.0,0.0,0.0,0.0,0.0,8.945499,90.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 04:00:00+00:00,8.9955,89.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0,9.052,91.0,12.702,0.0,0.0,0.0,0.0,0.0,0.0,8.8295,89.0,12.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.9955,89.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 05:00:00+00:00,8.8455,89.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0,8.952,90.0,12.702,0.0,0.0,0.0,0.0,0.0,0.0,8.7795,89.0,12.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.8455,89.0,13.5955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-01 06:00:00+00:00,8.695499,90.0,13.5455,0.0,0.0,0.0,0.0,0.0,0.0,8.802,91.0,12.652,0.0,0.0,0.0,0.0,0.0,0.0,8.7295,89.0,12.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.695499,90.0,13.5455,0.0,0.0,0.0,0.0,0.0,0.0
