date,icon_seamless_temperature_2m,icon_seamless_relative_humidity_2m,icon_seamless_soil_temperature_54cm,icon_seamless_shortwave_radiation,icon_seamless_direct_radiation,icon_seamless_diffuse_radiation,icon_seamless_direct_normal_irradiance,icon_seamless_global_tilted_irradiance,icon_seamless_terrestrial_radiation,icon_global_temperature_2m,icon_global_relative_humidity_2m,icon_global_soil_temperature_54cm,icon_global_shortwave_radiation,icon_global_direct_radiation,icon_global_diffuse_radiation,icon_global_direct_normal_irradiance,icon_global_global_tilted_irradiance,icon_global_terrestrial_radiation,icon_eu_temperature_2m,icon_eu_relative_humidity_2m,icon_eu_soil_temperature_54cm,icon_eu_shortwave_radiation,icon_eu_direct_radiation,icon_eu_diffuse_radiation,icon_eu_direct_normal_irradiance,icon_eu_global_tilted_irradiance,icon_eu_terrestrial_radiation,icon_d2_temperature_2m,icon_d2_relative_humidity_2m,icon_d2_soil_temperature_54cm,icon_d2_shortwave_radiation,icon_d2_direct_radiation,icon_d2_diffuse_radiation,icon_d2_direct_normal_irradiance,icon_d2_global_tilted_irradiance,icon_d2_terrestrial_radiation
2024-11-08 23:00:00+00:00,5.3954997,88.0,10.3955,0.0,0.0,0.0,0.0,0.0,0.0,5.952,91.0,9.702,0.0,0.0,0.0,0.0,0.0,0.0,6.2795,89.0,10.1295,0.0,0.0,0.0,0.0,0.0,0.0,5.3954997,88.0,10.3955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 00:00:00+00:00,5.4954996,89.0,10.3455,0.0,0.0,0.0,0.0,0.0,0.0,5.902,91.0,9.702,0.0,0.0,0.0,0.0,0.0,0.0,6.3295,89.0,10.1295,0.0,0.0,0.0,0.0,0.0,0.0,5.4954996,89.0,10.3455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 01:00:00+00:00,5.5455,90.0,10.3455,0.0,0.0,0.0,0.0,0.0,0.0,5.602,92.0,9.652,0.0,0.0,0.0,0.0,0.0,0.0,6.2295,89.0,10.1295,0.0,0.0,0.0,0.0,0.0,0.0,5.5455,90.0,10.3455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 02:00:00+00:00,5.5455,90.0,10.3455,0.0,0.0,0.0,0.0,0.0,0.0,5.552,93.0,9.652,0.0,0.0,0.0,0.0,0.0,0.0,6.2295,89.0,10.1295,0.0,0.0,0.0,0.0,0.0,0.0,5.5455,90.0,10.3455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 03:00:00+00:00,5.4455,91.0,10.2955,0.0,0.0,0.0,0.0,0.0,0.0,5.652,94.0,9.652,0.0,0.0,0.0,0.0,0.0,0.0,6.4295,91.0,10.0795,0.0,0.0,0.0,0.0,0.0,0.0,5.4455,91.0,10.2955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 04:00:00+00:00,5.4455,91.0,10.2955,0.0,0.0,0.0,0.0,0.0,0.0,5.702,94.0,9.652,0.0,0.0,0.0,0.0,0.0,0.0,6.4795,92.0,10.0795,0.0,0.0,0.0,0.0,0.0,0.0,5.4455,91.0,10.2955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 05:00:00+00:00,5.5955,90.0,10.2455,0.0,0.0,0.0,0.0,0.0,0.0,5.802,95.0,9.602,0.0,0.0,0.0,0.0,0.0,0.0,6.5795,92.0,10.0795,0.0,0.0,0.0,0.0,0.0,0.0,5.5955,90.0,10.2455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 06:00:00+00:00,5.9954996,90.0,10.2455,0.0,0.0,0.0,0.0,0.0,0.0,5.902,95.0,9.602,0.0,0.0,0.0,0.0,0.0,0.0,6.6295,93.0,10.0295,0.0,0.0,0.0,0.0,0.0,0.0,5.9954996,90.0,10.2455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 07:00:00+00:00,6.0955,90.0,10.2455,0.5,0.0,0.5,0.0,0.5,10.990982,6.002,95.0,9.602,1.0,0.0,1.0,0.0,1.0,11.477777,6.6795,93.0,10.0295,1.0,0.0,1.0,0.0,1.0,11.056899,6.0955,90.0,10.2455,0.5,0.0,0.5,0.0,0.5,10.990982
2024-11-09 08:00:00+00:00,6.3455,89.0,10.195499,20.0,0.25,19.75,2.1062734,20.0,136.95714,6.452,95.0,9.552,34.0,7.0,27.0,58.79236,34.0,137.93958,7.1795,92.0,10.0295,28.0,4.0,24.0,33.670414,28.0,137.16693,6.3455,89.0,10.195499,20.0,0.25,19.75,2.1062734,20.0,136.95714
2024-11-09 09:00:00+00:00,6.7454996,88.0,10.195499,52.5,3.0,49.5,13.737831,52.5,304.54465,7.652,90.0,9.552,94.0,34.0,60.0,155.19681,94.0,305.52304,7.4795,89.0,10.0295,81.0,12.0,69.0,54.886402,81.0,304.90485,6.7454996,88.0,10.195499,52.5,3.0,49.5,13.737831,52.5,304.54465
2024-11-09 10:00:00+00:00,7.5455,86.0,10.195499,101.25,6.5,94.75,21.091114,101.25,429.8038,8.702,86.0,9.552,153.0,62.0,91.0,200.74823,153.00002,430.72137,8.4295,86.0,9.9795,138.0,32.0,106.0,103.713524,138.0,430.2997,7.5455,86.0,10.195499,101.25,6.5,94.75,21.091114,101.25,429.8038
2024-11-09 11:00:00+00:00,8.3455,83.0,10.1455,165.75,38.5,127.25,106.495735,165.75,504.1892,9.502,83.0,9.552,176.0,65.0,111.0,179.51192,176.0,504.99268,9.2295,84.0,9.9795,189.0,63.0,126.0,174.05624,189.0,504.79608,8.3455,83.0,10.1455,165.75,38.5,127.25,106.495735,165.75,504.1892
2024-11-09 12:00:00+00:00,9.1455,81.0,10.1455,213.5,65.5,148.0,174.79396,213.5,522.623,10.102,81.0,9.502,175.0,56.0,119.0,149.25835,175.0,523.26654,9.5795,82.0,9.9795,165.0,45.0,120.0,119.9301,165.0,523.30865,9.1455,81.0,10.1455,213.5,65.5,148.0,174.79396,213.5,522.623
2024-11-09 13:00:00+00:00,9.7455,80.0,10.1455,208.5,79.5,129.0,229.16544,208.5,483.83817,10.302,81.0,9.502,150.0,38.0,112.0,109.43658,150.0,484.28745,10.0295,80.0,9.9795,158.0,44.0,114.0,126.64337,158.0,484.56528,9.7455,80.0,10.1455,208.5,79.5,129.0,229.16544,208.5,483.83817
2024-11-09 14:00:00+00:00,10.1455,80.0,10.1455,163.25,47.25,116.0,168.77432,163.25,390.46863,10.652,80.0,9.502,134.0,33.0,101.0,117.80364,134.0,390.70227,10.2295,80.0,9.9795,129.0,30.0,99.0,106.95882,129.0,391.19684,10.1455,80.0,10.1455,163.25,47.25,116.0,168.77432,163.25,390.46863
2024-11-09 15:00:00+00:00,9.7955,82.0,10.1455,85.25,23.25,62.0,130.304,85.25001,248.86534,10.452,83.0,9.502,78.0,14.0,64.0,78.45902,78.0,248.87677,10.0295,84.0,9.9795,64.0,5.0,59.0,27.944973,64.0,249.55457,9.7955,82.0,10.1455,85.25,23.25,62.0,130.304,85.25001,248.86534
2024-11-09 16:00:00+00:00,9.0455,88.0,10.1455,19.75,2.5,17.25,26.21102,19.75,73.93825,9.652,89.0,9.502,14.0,0.0,14.0,0.0,14.0,73.881546,9.4795,87.0,9.9795,17.0,1.0,16.0,10.458098,17.0,74.278725,9.0455,88.0,10.1455,19.75,2.5,17.25,26.21102,19.75,73.93825
2024-11-09 17:00:00+00:00,8.195499,91.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0,8.852,94.0,9.502,0.0,0.0,0.0,0.0,0.0,0.0,8.7795,92.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.195499,91.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 18:00:00+00:00,7.7955,93.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0,8.302,96.0,9.502,0.0,0.0,0.0,0.0,0.0,0.0,8.3295,94.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,7.7955,93.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 19:00:00+00:00,7.4455,94.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0,8.002,96.0,9.502,0.0,0.0,0.0,0.0,0.0,0.0,8.129499,95.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,7.4455,94.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 20:00:00+00:00,6.9954996,96.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0,7.902,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,7.9795,95.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,6.9954996,96.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 21:00:00+00:00,6.5455,97.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0,7.752,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,7.9295,95.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,6.5455,97.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 22:00:00+00:00,6.3954997,98.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,7.702,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,8.0295,95.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,6.3954997,98.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-09 23:00:00+00:00,7.0955,96.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,7.852,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,8.3795,94.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,7.0955,96.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 00:00:00+00:00,7.6454997,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.102,96.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,8.6795,94.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,7.6454997,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 01:00:00+00:00,8.195499,94.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.252,96.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,8.9795,94.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.195499,94.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 02:00:00+00:00,8.3955,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.502,96.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,9.1795,93.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.3955,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 03:00:00+00:00,8.5955,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.652,96.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,9.2295,92.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.5955,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 04:00:00+00:00,8.6455,96.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.552,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,9.1295,92.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.6455,96.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 05:00:00+00:00,8.5455,97.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.402,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,8.7795,94.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.5455,97.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 06:00:00+00:00,8.7955,96.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,8.352,97.0,9.552,0.0,0.0,0.0,0.0,0.0,0.0,8.5795,95.0,9.9795,0.0,0.0,0.0,0.0,0.0,0.0,8.7955,96.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 07:00:00+00:00,8.7955,96.0,10.0955,0.25,0.0,0.25,0.0,0.25,8.037607,8.252,98.0,9.552,0.0,0.0,0.0,0.0,0.0,8.525898,8.5295,95.0,9.9795,0.0,0.0,0.0,0.0,0.0,8.104398,8.7955,96.0,10.0955,0.25,0.0,0.25,0.0,0.25,8.037607
2024-11-10 08:00:00+00:00,8.9955,95.0,10.0455,17.0,1.25,15.75,10.735632,17.0,131.04819,8.552,97.0,9.552,20.0,3.0,17.0,25.683928,20.0,132.03181,8.8795,94.0,9.9795,19.0,1.0,18.0,8.580668,19.0,131.25975,8.9955,95.0,10.0455,17.0,1.25,15.75,10.735632,17.0,131.04819
2024-11-10 09:00:00+00:00,9.445499,93.0,10.0455,40.75,1.0,39.75,4.6737537,40.75,298.5289,9.552,95.0,9.552,66.0,18.0,48.0,83.852234,66.0,299.50916,9.6295,92.0,9.9795,57.0,7.0,50.0,32.676662,57.0,298.89084,9.445499,93.0,10.0455,40.75,1.0,39.75,4.6737537,40.75,298.5289
2024-11-10 10:00:00+00:00,9.9955,91.0,10.0455,69.75,8.75,61.0,28.81155,69.75,423.74255,10.552,90.0,9.552,103.0,23.0,80.0,75.5693,103.0,424.6617,10.3795,89.0,9.9795,97.0,18.0,79.0,59.199978,97.0,424.24002,9.9955,91.0,10.0455,69.75,8.75,61.0,28.81155,69.75,423.74255
2024-11-10 11:00:00+00:00,10.8455,89.0,10.0455,97.0,6.75,90.25,18.906673,97.0,498.1473,11.352,87.0,9.552,147.0,42.0,105.0,117.45162,147.0,498.95273,11.1295,88.0,9.9795,139.0,34.0,105.0,95.11742,139.0,498.75586,10.8455,89.0,10.0455,97.0,6.75,90.25,18.906673,97.0,498.1473
2024-11-10 12:00:00+00:00,11.3455,87.0,10.0455,125.25,12.25,113.0,33.083057,125.25,516.6638,11.802,86.0,9.552,159.0,49.0,110.0,132.16705,159.0,517.3095,11.8295,86.0,9.9795,173.0,47.0,126.0,126.76228,173.0,517.35114,11.3455,87.0,10.0455,125.25,12.25,113.0,33.083057,125.25,516.6638
2024-11-10 13:00:00+00:00,12.3955,80.0,10.0455,210.0,93.25,116.75,272.19992,210.0,478.02084,12.202,83.0,9.552,148.0,44.0,104.0,128.31631,148.0,478.47235,11.9795,86.0,10.0295,129.0,31.0,98.0,90.35235,129.0,478.74942,12.3955,80.0,10.0455,210.0,93.25,116.75,272.19992,210.0,478.02084
2024-11-10 14:00:00+00:00,12.6455,78.0,10.0955,165.5,70.0,95.5,253.811,165.5,384.84164,12.152,84.0,9.602,116.0,30.0,86.0,108.709496,116.0,385.0776,11.9295,86.0,10.0295,84.0,12.0,72.0,43.428104,84.0,385.57144,12.6455,78.0,10.0955,165.5,70.0,95.5,253.811,165.5,384.84164
2024-11-10 15:00:00+00:00,12.445499,80.0,10.0955,67.0,12.5,54.5,71.643364,67.0,243.46523,11.752,89.0,9.602,44.0,6.0,38.0,34.386887,44.0,243.47888,11.6295,89.0,10.0295,41.0,5.0,36.0,28.576317,41.0,244.1556,12.445499,80.0,10.0955,67.0,12.5,54.5,71.643364,67.0,243.46523
2024-11-10 16:00:00+00:00,11.6455,89.0,10.0955,15.0,1.5,13.5,16.054842,15.0,71.20393,11.252,91.0,9.602,6.0,0.0,6.0,0.0,6.0,71.14929,11.3795,92.0,10.0295,10.0,1.0,9.0,10.675903,9.999999,71.54522,11.6455,89.0,10.0955,15.0,1.5,13.5,16.054842,15.0,71.20393
2024-11-10 17:00:00+00:00,11.1455,91.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,10.952,92.0,9.602,0.0,0.0,0.0,0.0,0.0,0.0,11.0295,94.0,10.0295,0.0,0.0,0.0,0.0,0.0,0.0,11.1455,91.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 18:00:00+00:00,10.445499,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0,10.402,94.0,9.652,0.0,0.0,0.0,0.0,0.0,0.0,10.5795,96.0,10.0795,0.0,0.0,0.0,0.0,0.0,0.0,10.445499,95.0,10.0955,0.0,0.0,0.0,0.0,0.0,0.0
2024-11-10 19:00:00+00:00,10.2455,95.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0,9.752,96.0,9.652,0.0,0.0,0.0,0.0,0.0,0.0,9.8795,97.0,10.0795,0.0,0.0,0.0,0.0,0.0,0.0,10.2455,95.0,10.1455,0.0,0.0,0.0,0.0,0.0,0.0
