date,temperature_2m,relative_humidity_2m,soil_temperature_54cm,shortwave_radiation,direct_radiation,diffuse_radiation,direct_normal_irradiance,global_tilted_irradiance,terrestrial_radiation
2024-10-28 23:00:00+00:00,11.8455,92.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 00:00:00+00:00,12.2455,92.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 01:00:00+00:00,12.2455,91.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 02:00:00+00:00,12.195499,91.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 03:00:00+00:00,12.2455,91.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 04:00:00+00:00,12.2455,90.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 05:00:00+00:00,12.2455,90.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 06:00:00+00:00,11.9955,89.0,13.7455,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 07:00:00+00:00,11.8955,89.0,13.7455,6.25,0.0,6.25,0.0,6.25,44.97703
2024-10-29 08:00:00+00:00,12.3955,84.0,13.7455,40.25,2.5,37.75,16.927055,40.25,204.83328
2024-10-29 09:00:00+00:00,13.0955,81.0,13.695499,100.0,10.5,89.5,38.92607,100.0,374.11078
2024-10-29 10:00:00+00:00,13.6455,78.0,13.695499,116.25,6.0,110.25,16.62415,116.25,500.57922
2024-10-29 11:00:00+00:00,14.1455,76.0,13.695499,126.5,13.0,113.5,31.324888,126.5,575.60474
2024-10-29 12:00:00+00:00,14.3955,77.0,13.695499,90.75,10.25,80.5,23.93168,90.75,594.06055
2024-10-29 13:00:00+00:00,14.5455,77.0,13.695499,92.0,8.25,83.75,20.63025,92.0,554.6756
2024-10-29 14:00:00+00:00,14.4955,78.0,13.695499,66.5,7.75,58.75,23.363037,66.5,460.1204
2024-10-29 15:00:00+00:00,14.2955,80.0,13.695499,30.5,0.5,30.0,2.1890597,30.5,316.82617
2024-10-29 16:00:00+00:00,13.9955,81.0,13.695499,16.5,1.0,15.5,8.304554,16.5,134.54474
2024-10-29 17:00:00+00:00,13.6455,84.0,13.695499,0.0,0.0,0.0,0.0,0.0,6.6413326
2024-10-29 18:00:00+00:00,13.3955,86.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 19:00:00+00:00,13.3455,85.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 20:00:00+00:00,13.2455,86.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 21:00:00+00:00,13.0955,86.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 22:00:00+00:00,12.8955,88.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-29 23:00:00+00:00,12.695499,89.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 00:00:00+00:00,12.5955,89.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 01:00:00+00:00,12.4955,89.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 02:00:00+00:00,12.3455,90.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 03:00:00+00:00,12.195499,91.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 04:00:00+00:00,12.0455,92.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 05:00:00+00:00,11.945499,93.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 06:00:00+00:00,11.8955,94.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 07:00:00+00:00,11.5455,95.0,13.695499,5.25,0.25,5.0,3.4119802,5.25,41.77307
2024-10-30 08:00:00+00:00,11.945499,94.0,13.695499,46.0,4.0,42.0,27.970102,46.0,198.44302
2024-10-30 09:00:00+00:00,12.695499,89.0,13.695499,125.75,34.0,91.75,128.36942,125.75,367.53336
2024-10-30 10:00:00+00:00,13.3955,84.0,13.6455,203.5,72.75,130.75,204.42421,203.5,493.84366
2024-10-30 11:00:00+00:00,14.0455,78.0,13.6455,241.75,98.25,143.5,239.72249,241.75,568.75085
2024-10-30 12:00:00+00:00,14.2955,78.0,13.6455,243.0,91.0,152.0,215.08475,243.0,587.13715
2024-10-30 13:00:00+00:00,14.4955,77.0,13.6455,236.75,94.75,142.0,240.06277,236.74998,547.7363
2024-10-30 14:00:00+00:00,14.3455,81.0,13.6455,133.75,36.25,97.5,111.000656,133.75,453.22006
2024-10-30 15:00:00+00:00,13.7955,84.0,13.6455,92.5,22.5,70.0,100.7238,92.5,310.0177
2024-10-30 16:00:00+00:00,13.2955,86.0,13.6455,40.0,7.5,32.5,63.629112,39.999996,127.874374
2024-10-30 17:00:00+00:00,12.6455,91.0,13.695499,0.5,0.0,0.5,0.0,0.5,3.3217819
2024-10-30 18:00:00+00:00,12.3955,94.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
2024-10-30 19:00:00+00:00,12.0455,95.0,13.695499,0.0,0.0,0.0,0.0,0.0,0.0
